"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:13 GMT 2023","5011","tests","test_game_creation","TestGame","","","test_game_one_thread",""
"passed","Thu Jan 26 19:24:41 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","1","tests","test_working_thread","TestWorkingThread","","","test_parallel_write_file_to_text",""
"passed","Thu Jan 26 19:24:22 GMT 2023","Thu Jan 26 19:24:38 GMT 2023","16033","tests","test_ioc_queue","TestIocThread","","","test_thread_ioc_soft_stop_with_command",""
"passed","Thu Jan 26 19:24:18 GMT 2023","Thu Jan 26 19:24:20 GMT 2023","2005","tests","test_ioc_queue","TestIocThread","","","test_thread_ioc_hard_stop",""
"passed","Thu Jan 26 19:24:20 GMT 2023","Thu Jan 26 19:24:22 GMT 2023","2008","tests","test_ioc_queue","TestIocThread","","","test_thread_ioc_soft_stop",""
"passed","Thu Jan 26 19:24:41 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","1","tests","test_working_thread","TestWorkingThread","","","test_write_file_to_text",""
"passed","Thu Jan 26 19:24:38 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","3007","tests","test_ioc_queue","TestIocThread","","","test_thread_ioc_hard_stop_with_command",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","0","tests","test_command_without_mock","TestCommandWithoutMock","","","test_rotate",""
"passed","Thu Jan 26 19:24:41 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","1","tests","test_scope","TestScope","","","test_register_exists_in_scope_by_default",""
"passed","Thu Jan 26 19:24:13 GMT 2023","Thu Jan 26 19:24:15 GMT 2023","2007","tests","test_game_creation","TestGame","","","test_game_two_thread_soft_stop",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","1","tests","test_command_without_mock","TestCommandWithoutMock","","","test_move",""
"passed","Thu Jan 26 19:24:41 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","0","tests","test_working_thread","TestWorkingThread","","","test_command_thread",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","0","tests","test_command_without_mock","TestCommandWithoutMock","","","test_move_with_direction",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","0","tests","test_common","TestCommon","","","test_call_method_with_class_in_attrib",""
"passed","Thu Jan 26 19:24:17 GMT 2023","Thu Jan 26 19:24:18 GMT 2023","1002","tests","test_ioc_queue","TestIocThread","","","test_thread_without_ioc",""
"passed","Thu Jan 26 19:24:41 GMT 2023","Thu Jan 26 19:24:41 GMT 2023","1","tests","test_scope","TestScope","","","test_ioc_register",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","0","tests","test_convert_json_to_operation","TestConvertJsonToOperation","","","test_init_without_thread",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","0","tests","test_common","TestCommon","","","test_resolve",""
"passed","Thu Jan 26 19:24:07 GMT 2023","Thu Jan 26 19:24:07 GMT 2023","1","tests","test_convert_json_to_operation","TestConvertJsonToOperation","","","test_init_thread",""
"passed","Thu Jan 26 19:24:15 GMT 2023","Thu Jan 26 19:24:17 GMT 2023","2007","tests","test_game_creation","TestGame","","","test_game_two_thread_hard_stop",""
